# OpenSignals Text File Format. Version 1
# {"00:07:80:0F:31:47": {"position": 0, "device": "biosignalsplux", "device name": "00:07:80:0F:31:47", "device connection": "BTH00:07:80:0F:31:47", "sampling rate": 1000, "resolution": [16], "firmware version": 775, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2023-2-6", "time": "10:30:45.861", "channels": [1], "sensor": ["ECG"], "label": ["CH1"], "column": ["nSeq", "DI", "CH1"], "special": [{"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}], "digital IO": [0, 1], "sleeve color": [""]}}
# EndOfHeader
0	0	33120	
1	0	33316	
2	0	33452	
3	0	33592	
4	0	33540	
5	0	33344	
6	0	33056	
7	0	32840	
8	0	32632	
9	0	32384	
10	0	32088	
11	0	31852	
12	0	31632	
13	0	31596	
14	0	31512	
15	0	31384	
16	0	31308	
17	0	31148	
18	0	31000	
19	0	31004	
20	0	31228	
21	0	31704	
22	0	32352	
23	0	33072	
24	0	33716	
25	0	34360	
26	0	35084	
27	0	35896	
28	0	36876	
29	0	38052	
30	0	39304	
31	0	40756	
32	0	42360	
33	0	44128	
34	0	46172	
35	0	48576	
36	0	51292	
37	0	54084	
38	0	56800	
39	0	59416	
40	0	61794	
41	0	63468	
42	0	64312	
43	0	64720	
44	0	64876	
45	0	64916	
46	0	64864	
47	0	64796	
48	0	64704	
49	0	64600	
50	0	64464	
51	0	64372	
52	0	62272	
53	0	57744	
54	0	53868	
55	0	50576	
56	0	47804	
57	0	45320	
58	0	43132	
59	0	41200	
60	0	39504	
61	0	38164	
62	0	37216	
63	0	36500	
64	0	35824	
65	0	35160	
66	0	34504	
67	0	33868	
68	0	33244	
69	0	32608	
70	0	32076	
71	0	31612	
72	0	31264	
73	0	31016	
74	0	30764	
75	0	30456	
76	0	30180	
77	0	30000	
78	0	29940	
79	0	29932	
80	0	29984	
81	0	30072	
82	0	30136	
83	0	30182	
84	0	30068	
85	0	29824	
86	0	29500	
87	0	29200	
88	0	28920	
89	0	28668	
90	0	28508	
91	0	28424	
92	0	28440	
93	0	28488	
94	0	28466	
95	0	28424	
96	0	28388	
97	0	28416	
98	0	28488	
99	0	28648	
100	0	28876	
101	0	29088	
102	0	29280	
103	0	29408	
104	0	29400	
105	0	29196	
106	0	28960	
107	0	28780	
108	0	28618	
109	0	28480	
110	0	28404	
111	0	28412	
112	0	28508	
113	0	28588	
114	0	28584	
115	0	28576	
116	0	28544	
117	0	28590	
118	0	28720	
119	0	28888	
120	0	29124	
121	0	29396	
122	0	29624	
123	0	29780	
124	0	29804	
125	0	29664	
126	0	29448	
127	0	29260	
128	0	29088	
129	0	28960	
130	0	28888	
131	0	28900	
132	0	28970	
133	0	29048	
134	0	29088	
135	0	29100	
136	0	29152	
137	0	29224	
138	0	29328	
139	0	29480	
140	0	29740	
141	0	29992	
142	0	30256	
143	0	30464	
144	0	30500	
145	0	30372	
146	0	30126	
147	0	29912	
148	0	29730	
149	0	29612	
150	0	29536	
151	0	29536	
152	0	29676	
153	0	29796	
154	0	29848	
155	0	29828	
156	0	29836	
157	0	29872	
158	0	29992	
159	0	30200	
160	0	30440	
161	0	30648	
162	0	30852	
163	0	31020	
164	0	31040	
165	0	30933	
166	0	30724	
167	0	30544	
168	0	30416	
169	0	30296	
170	0	30236	
171	0	30250	
172	0	30352	
173	0	30468	
174	0	30604	
175	0	30608	
176	0	30608	
177	0	30656	
178	0	30728	
179	0	30852	
180	0	31000	
181	0	31204	
182	0	31420	
183	0	31640	
184	0	31708	
185	0	31608	
186	0	31432	
187	0	31204	
188	0	31032	
189	0	30884	
190	0	30848	
191	0	30868	
192	0	30900	
193	0	31012	
194	0	31100	
195	0	31096	
196	0	31114	
197	0	31176	
198	0	31304	
199	0	31472	
200	0	31672	
201	0	31904	
202	0	32144	
203	0	32328	
204	0	32344	
205	0	32216	
206	0	32024	
207	0	31856	
208	0	31696	
209	0	31592	
210	0	31532	
211	0	31540	
212	0	31646	
213	0	31776	
214	0	31876	
215	0	31904	
216	0	31913	
217	0	31960	
218	0	32064	
219	0	32228	
220	0	32456	
221	0	32724	
222	0	32944	
223	0	33116	
224	0	33160	
225	0	33092	
226	0	32930	
227	0	32752	
228	0	32608	
229	0	32492	
230	0	32444	
231	0	32456	
232	0	32596	
233	0	32816	
234	0	32948	
235	0	33000	
236	0	33020	
237	0	33064	
238	0	33112	
239	0	33260	
240	0	33512	
241	0	33798	
242	0	34012	
243	0	34196	
244	0	34232	
245	0	34184	
246	0	34052	
247	0	33918	
248	0	33784	
249	0	33700	
250	0	33720	
251	0	33804	
252	0	33984	
253	0	34170	
254	0	34260	
255	0	34300	
256	0	34332	
257	0	34448	
258	0	34612	
259	0	34796	
260	0	35012	
261	0	35296	
262	0	35580	
263	0	35856	
264	0	35996	
