# OpenSignals Text File Format. Version 1
# {"00:07:80:0F:31:47": {"position": 0, "device": "biosignalsplux", "device name": "00:07:80:0F:31:47", "device connection": "BTH00:07:80:0F:31:47", "sampling rate": 1000, "resolution": [16], "firmware version": 775, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2023-2-21", "time": "10:37:54.787", "channels": [1], "sensor": ["ECG"], "label": ["CH1"], "column": ["nSeq", "DI", "CH1"], "special": [{"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}], "digital IO": [0, 1], "sleeve color": [""]}}
# EndOfHeader
0	0	30172	
1	0	29988	
2	0	30280	
3	0	31064	
4	0	32280	
5	0	33804	
6	0	35408	
7	0	36860	
8	0	37276	
9	0	36372	
10	0	34676	
11	0	32864	
12	0	31288	
13	0	30072	
14	0	29464	
15	0	29456	
16	0	30008	
17	0	30932	
18	0	31256	
19	0	30852	
20	0	30332	
21	0	30112	
22	0	30372	
23	0	31164	
24	0	32432	
25	0	33912	
26	0	35546	
27	0	37052	
28	0	37452	
29	0	36520	
30	0	34672	
31	0	32648	
32	0	30952	
33	0	29780	
34	0	29260	
35	0	29288	
36	0	29880	
37	0	30920	
38	0	31356	
39	0	31024	
40	0	30560	
41	0	30340	
42	0	30568	
43	0	31360	
44	0	32544	
45	0	34056	
46	0	35748	
47	0	37216	
48	0	37516	
49	0	36552	
50	0	34804	
51	0	32964	
52	0	31400	
53	0	30208	
54	0	29644	
55	0	29640	
56	0	30136	
57	0	31084	
58	0	31384	
59	0	30992	
60	0	30432	
61	0	30256	
62	0	30556	
63	0	31340	
64	0	32560	
65	0	34048	
66	0	35616	
67	0	37036	
68	0	37432	
69	0	36480	
70	0	34800	
71	0	32960	
72	0	31328	
73	0	30132	
74	0	29540	
75	0	29528	
76	0	30104	
77	0	31032	
78	0	31322	
79	0	30960	
80	0	30500	
81	0	30356	
82	0	30696	
83	0	31508	
84	0	32680	
85	0	34168	
86	0	35800	
87	0	37256	
88	0	37488	
89	0	36424	
90	0	34656	
91	0	32820	
92	0	31264	
93	0	30124	
94	0	29528	
95	0	29460	
96	0	30036	
97	0	31068	
98	0	31476	
99	0	31240	
100	0	30844	
101	0	30572	
102	0	30808	
103	0	31648	
104	0	32956	
105	0	34468	
106	0	36060	
107	0	37492	
